time,icao24,lat,lon,velocity,heading,vertrate,callsign,onground,alert,spi,squawk,baroaltitude,geoaltitude,lastposupdate,lastcontact
2020-10-12 01:30:30,4bb859,45.77914480435646,19.16022491455078,227.21716689978217,130.86863548746422,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11399.52,1602466229.562,1602466229.9770002
2020-10-12 01:30:40,4bb859,45.765551550913656,19.18260955810547,227.9428161077361,130.88181029601122,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11407.14,1602466239.7,1602466239.9020002
2020-10-12 01:30:50,4bb859,45.75228881835938,19.20457049113948,229.0575991453067,130.81065709751937,0.32511999999999996,PGT13K  ,False,False,False,6434.0,11277.6,11407.14,1602466249.611,1602466249.851
2020-10-12 01:31:00,4bb859,45.73869323730469,19.22701207602897,230.84553156805433,130.93368122519405,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11407.14,1602466259.6520002,1602466259.97
2020-10-12 01:31:10,4bb859,45.72505110401218,19.249557495117188,231.96005565425187,130.86316912907205,-0.32511999999999996,PGT13K  ,False,False,False,6434.0,11277.6,11407.14,1602466269.6920002,1602466269.907
2020-10-12 01:31:20,4bb859,45.71145785056938,19.272010803222656,231.62380495225983,130.7669288148079,0.32511999999999996,PGT13K  ,False,False,False,6434.0,11277.6,11407.14,1602466279.859,1602466279.9329998
2020-10-12 01:31:30,4bb859,45.69772494041313,19.29467010498047,231.62380495225983,130.7669288148079,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11407.14,1602466289.76,1602466289.795
2020-10-12 01:31:40,4bb859,45.684131686970346,19.317123413085934,231.57123953263715,130.94644576816862,-0.32511999999999996,PGT13K  ,False,False,False,6434.0,11277.6,11414.76,1602466299.794,1602466299.794
2020-10-12 01:31:50,4bb859,45.670398776814096,19.33971405029297,231.1829142551384,131.03000234910184,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11414.76,1602466309.881,1602466309.9889998
2020-10-12 01:32:00,4bb859,45.65711975097656,19.361460615948936,230.7950822993713,131.11383992861715,0.32511999999999996,PGT13K  ,False,False,False,6434.0,11277.6,11414.76,1602466319.65,1602466319.9029999
2020-10-12 01:32:10,4bb859,45.64316571769068,19.38427734375,230.7950822993713,131.11383992861715,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11414.76,1602466329.929,1602466329.9910002
2020-10-12 01:32:20,4bb859,45.630037986626064,19.40570068359375,231.52094839845063,131.12604247481192,-0.32511999999999996,PGT13K  ,False,False,False,6434.0,11277.6,11414.76,1602466339.488,1602466339.8860002
2020-10-12 01:32:30,4bb859,45.616165419756356,19.42829132080078,232.2468249332572,131.1381687445847,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11414.76,1602466349.799,1602466349.9329998
2020-10-12 01:32:40,4bb859,45.60205078125,19.451360935118142,232.58558856024368,131.23361202903325,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11414.76,1602466359.904,1602466359.995
2020-10-12 01:32:50,4bb859,45.58859252929688,19.473333591368142,232.97271180624688,131.15021944982098,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11414.76,1602466369.684,1602466369.8370001
2020-10-12 01:33:00,4bb859,45.57485961914063,19.495708186451985,232.97271180624688,131.15021944982098,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11414.76,1602466379.685,1602466379.708
2020-10-12 01:33:10,4bb859,45.561326883606995,19.51776123046875,232.6345119108956,131.05481377096243,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11422.38,1602466389.6279998,1602466389.853
2020-10-12 01:33:20,4bb859,45.54734802246094,19.54059135623095,232.6345119108956,131.05481377096243,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11422.38,1602466399.708,1602466399.9429998
2020-10-12 01:33:30,4bb859,45.53334898867849,19.56343487995427,232.2468249332572,131.1381687445847,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11422.38,1602466409.9120002,1602466409.9420002
2020-10-12 01:33:40,4bb859,45.52001953125,19.585157121930802,231.8596311486665,131.22180229283842,0.32511999999999996,PGT13K  ,False,False,False,6434.0,11277.6,11422.38,1602466419.606,1602466419.9989998
2020-10-12 01:33:50,4bb859,45.50628662109375,19.607391357421875,231.8596311486665,131.22180229283842,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11430.000000000002,1602466429.6139998,1602466429.8539999
2020-10-12 01:34:00,4bb859,45.492708885063564,19.629486828315553,231.47293303207317,131.30571545638458,-0.32511999999999996,PGT13K  ,False,False,False,6434.0,11277.6,11422.38,1602466439.51,1602466439.8439999
2020-10-12 01:34:10,4bb859,45.47845458984375,19.65251377650669,231.1336836495126,131.2099183718085,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11422.38,1602466449.9229999,1602466449.9529998
2020-10-12 01:34:20,4bb859,45.465196512513245,19.674035049066312,231.47293303207317,131.30571545638458,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11422.38,1602466459.6279998,1602466459.877
2020-10-12 01:34:30,4bb859,45.45169636354608,19.695806735899392,231.81282760193955,131.4012318831917,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11422.38,1602466469.495,1602466469.855
2020-10-12 01:34:40,4bb859,45.43768413996292,19.718449290205797,232.19895966763417,131.3172824959345,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11430.0,1602466479.6039999,1602466479.9789999
2020-10-12 01:34:50,4bb859,45.42375183105469,19.740992954799108,232.92499570786543,131.32877742614912,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11430.0,1602466489.774,1602466490.0
2020-10-12 01:35:00,4bb859,45.40988159179688,19.763357979910715,233.31155579171542,131.24534827188052,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11430.0,1602466499.7710001,1602466499.7710001
2020-10-12 01:35:10,4bb859,45.39583367816472,19.78610899390244,232.92499570786543,131.32877742614912,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11430.0,1602466509.9989998,1602466509.9989998
2020-10-12 01:35:20,4bb859,45.382054215770644,19.808416599180642,232.2468249332572,131.1381687445847,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11430.0,1602466519.976,1602466519.976
2020-10-12 01:35:30,4bb859,45.36850751456568,19.830322265625,231.81282760193955,131.4012318831917,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11430.0,1602466529.845,1602466529.881
2020-10-12 01:35:40,4bb859,45.354588395458144,19.852696860708846,232.15336452526526,131.49646835521554,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11430.0,1602466539.897,1602466539.9970002
2020-10-12 01:35:50,4bb859,45.34121704101562,19.874136788504465,232.87954271506598,131.50740683914395,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11430.0,1602466549.732,1602466549.83
2020-10-12 01:36:00,4bb859,45.32748413085938,19.896109444754465,233.60572933999782,131.51827731673785,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11437.62,1602466559.496,1602466559.9789999
2020-10-12 01:36:10,4bb859,45.31324768066406,19.918932233537944,233.60572933999782,131.51827731673785,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11437.62,1602466569.714,1602466569.802
2020-10-12 01:36:20,4bb859,45.29928433693061,19.941391363376525,233.60572933999782,131.51827731673785,0.32511999999999996,PGT13K  ,False,False,False,6434.0,11277.6,11437.62,1602466579.8879998,1602466579.945
2020-10-12 01:36:30,4bb859,45.2852783203125,19.963858468191965,233.9911648351577,131.4347780724027,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11437.62,1602466589.8679998,1602466589.9420002
2020-10-12 01:36:40,4bb859,45.27195817333157,19.985202696265247,233.9911648351577,131.4347780724027,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11437.62,1602466599.43,1602466599.9970002
2020-10-12 01:36:50,4bb859,45.25780629303495,20.00797923018293,233.60572933999782,131.51827731673785,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11437.62,1602466609.6520002,1602466609.939
2020-10-12 01:37:00,4bb859,45.2437940694518,20.03035382526677,232.87954271506598,131.50740683914395,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11437.62,1602466619.717,1602466619.843
2020-10-12 01:37:10,4bb859,45.22998046875,20.052403041294642,232.49454097946727,131.5914255775148,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11437.62,1602466629.7029998,1602466629.9020002
2020-10-12 01:37:20,4bb859,45.21633911132813,20.074244907924108,232.15336452526526,131.49646835521554,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11437.62,1602466639.6120002,1602466639.992
2020-10-12 01:37:30,4bb859,45.20236257779396,20.096606743044973,231.4271948499997,131.4854612255777,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11445.24,1602466649.689,1602466649.988
2020-10-12 01:37:40,4bb859,45.18850708007813,20.11871337890625,231.4271948499997,131.4854612255777,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11445.24,1602466659.7470002,1602466659.947
2020-10-12 01:37:50,4bb859,45.175036414194906,20.14021710651677,230.31583764093392,131.5591430777703,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11445.24,1602466669.546,1602466669.984
2020-10-12 01:38:00,4bb859,45.16108703613281,20.162462506975444,229.9311472144499,131.64418515203909,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11445.24,1602466679.744,1602466679.994
2020-10-12 01:38:10,4bb859,45.1475830078125,20.183846609933035,230.61612778225887,131.83520945792836,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11445.24,1602466689.6179998,1602466689.856
2020-10-12 01:38:20,4bb859,45.133465265823624,20.20613507526677,231.68606811187058,131.9399309588409,-0.32511999999999996,PGT13K  ,False,False,False,6434.0,11277.6,11445.24,1602466699.755,1602466699.9789999
2020-10-12 01:38:30,4bb859,45.11961364746094,20.22798810686384,232.7954312826309,131.86486624062942,-0.32511999999999996,PGT13K  ,False,False,False,6434.0,11277.6,11445.24,1602466709.728,1602466709.885
2020-10-12 01:38:40,4bb859,45.10585978879767,20.24967844893293,233.17880124645316,131.7805051031472,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11452.86,1602466719.5570002,1602466719.9589999
2020-10-12 01:38:50,4bb859,45.09201049804688,20.271737234933035,233.9470502396672,131.6126131945083,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11445.24,1602466729.7589998,1602466729.9970002
2020-10-12 01:39:00,4bb859,45.07746292372881,20.294829577934454,235.01533937765805,131.7168634436357,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11452.86,1602466739.9120002,1602466739.9870002
2020-10-12 01:39:10,4bb859,45.06359035685911,20.316869223990096,235.39959109670448,131.6335393365702,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11452.86,1602466749.792,1602466749.841
2020-10-12 01:39:20,4bb859,45.049717789989394,20.338841880240096,235.39959109670448,131.6335393365702,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11452.86,1602466759.647,1602466759.945
2020-10-12 01:39:30,4bb859,45.03579711914063,20.360935756138392,235.74168265209167,131.72699014453613,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11452.86,1602466769.56,1602466769.9970002
2020-10-12 01:39:40,4bb859,45.02113471596929,20.3841269888529,236.46803324551033,131.73705463408294,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11452.86,1602466779.96,1602466779.985
2020-10-12 01:39:50,4bb859,45.007215596861755,20.406166634908537,236.12587319181617,131.64390586070408,-0.32511999999999996,PGT13K  ,False,False,False,6434.0,11277.6,11452.86,1602466789.832,1602466789.982
2020-10-12 01:40:00,4bb859,44.9930419921875,20.42875017438616,235.78433904620098,131.55048698739978,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11452.86,1602466799.9429998,1602466799.988
2020-10-12 01:40:10,4bb859,44.97956356759799,20.45017893721418,234.67331675525074,131.62310864680504,0.32511999999999996,PGT13K  ,False,False,False,6434.0,11277.6,11460.48,1602466809.564,1602466809.971
2020-10-12 01:40:20,4bb859,44.9649461649232,20.473357409965704,234.67331675525074,131.62310864680504,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11460.48,1602466819.994,1602466819.994
2020-10-12 01:40:30,4bb859,44.95184326171875,20.49407958984375,235.3579894414881,131.81034550102885,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11460.48,1602466829.3520002,1602466829.899
2020-10-12 01:40:40,4bb859,44.93696826999471,20.517369712271346,235.3186297552748,131.98721249581666,-0.32511999999999996,PGT13K  ,False,False,False,6434.0,11277.6,11460.48,1602466839.8170002,1602466839.879
2020-10-12 01:40:50,4bb859,44.92300415039063,20.539136614118306,235.66308487236702,132.08017976700057,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11460.48,1602466849.734,1602466849.958
2020-10-12 01:41:00,4bb859,44.908447265625,20.56182861328125,236.38967697198777,132.08916217383222,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11460.48,1602466859.946,1602466859.9989998
2020-10-12 01:41:10,4bb859,44.8943264201536,20.583957579077747,235.70126421031716,131.90355551184885,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11460.48,1602466869.907,1602466869.957
2020-10-12 01:41:20,4bb859,44.88105903237554,20.604724418826226,235.3579894414881,131.81034550102885,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11460.48,1602466879.393,1602466879.826
2020-10-12 01:41:30,4bb859,44.866022659560386,20.62823784060595,234.97479599628983,131.89397290438356,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11460.48,1602466889.941,1602466889.9520001
2020-10-12 01:41:40,4bb859,44.85233630164195,20.649741568216463,235.3186297552748,131.98721249581666,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11468.1,1602466899.688,1602466899.9620001
2020-10-12 01:41:50,4bb859,44.83776545120498,20.67251810213415,236.04516095866504,131.99649417069307,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11468.1,1602466909.9910002,1602466909.9910002
2020-10-12 01:42:00,4bb859,44.82435840671346,20.693418921493908,236.04516095866504,131.99649417069307,-0.32511999999999996,PGT13K  ,False,False,False,6434.0,11277.6,11468.1,1602466919.514,1602466919.762
2020-10-12 01:42:10,4bb859,44.8099365234375,20.71596418108259,234.97479599628983,131.89397290438356,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11468.1,1602466929.6260002,1602466929.931
2020-10-12 01:42:20,4bb859,44.79558912374205,20.738369081078503,233.86558604729717,131.96847613954765,0.32511999999999996,PGT13K  ,False,False,False,6434.0,11277.6,11468.1,1602466939.8579998,1602466939.97
2020-10-12 01:42:30,4bb859,44.78153034792108,20.760274747522868,233.48334375834813,132.05289711437015,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11468.1,1602466949.849,1602466949.92
2020-10-12 01:42:40,4bb859,44.76731872558594,20.782339913504465,234.1737560447901,132.23982125208755,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11468.1,1602466959.957,1602466959.957
2020-10-12 01:42:50,4bb859,44.753738661943856,20.803215212938266,235.246640727069,132.34111560575658,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11475.72,1602466969.5229998,1602466969.659
2020-10-12 01:43:00,4bb859,44.73949367717161,20.825187869188266,235.97339357536197,132.3493103165782,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11475.72,1602466979.49,1602466979.5970001
2020-10-12 01:43:10,4bb859,44.72488403320313,20.84766932896205,235.62714572666653,132.2568595809607,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11475.72,1602466989.7779999,1602466989.9429998
2020-10-12 01:43:20,4bb859,44.710864050913656,20.869401140910824,235.28151316322564,132.16413697991723,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11475.72,1602466999.603,1602466999.936
2020-10-12 01:43:30,4bb859,44.69682312011719,20.891222272600444,233.48334375834813,132.05289711437015,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11475.72,1602467009.6320002,1602467009.831
2020-10-12 01:43:40,4bb859,44.68231201171875,20.913783482142858,232.75677529834635,132.04368934249635,0.32511999999999996,PGT13K  ,False,False,False,6434.0,11277.6,11475.72,1602467019.966,1602467019.966
2020-10-12 01:43:50,4bb859,44.66867065429688,20.934971400669642,232.75677529834635,132.04368934249635,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11475.72,1602467029.675,1602467029.76
2020-10-12 01:44:00,4bb859,44.65461730957031,20.956813267299108,233.1016100184004,132.13759477388828,-0.32511999999999996,PGT13K  ,False,False,False,6434.0,11277.6,11475.72,1602467039.6929998,1602467039.6929998
2020-10-12 01:44:10,4bb859,44.64029085838188,20.979063452743908,233.48334375834813,132.05289711437015,-0.32511999999999996,PGT13K  ,False,False,False,6434.0,11277.6,11475.72,1602467049.881,1602467049.881
2020-10-12 01:44:20,4bb859,44.62623596191406,21.000889369419642,233.13907365925044,131.95902038089665,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11475.72,1602467059.8979998,1602467059.935
2020-10-12 01:44:30,4bb859,44.612219858977745,21.022673816215704,233.48334375834813,132.05289711437015,0.32511999999999996,PGT13K  ,False,False,False,6434.0,11277.6,11483.34,1602467069.891,1602467069.891
2020-10-12 01:44:40,4bb859,44.59844970703125,21.04411533900669,233.82823880729802,132.146497163424,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11483.34,1602467079.74,1602467079.873
2020-10-12 01:44:50,4bb859,44.583984375,21.066414969308035,233.82823880729802,132.146497163424,-0.32511999999999996,PGT13K  ,False,False,False,6434.0,11277.6,11483.34,1602467089.966,1602467089.966
2020-10-12 01:45:00,4bb859,44.57055560613081,21.087118009241614,233.79314960177157,132.32457334397085,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11483.34,1602467099.496,1602467099.96
2020-10-12 01:45:10,4bb859,44.5557861328125,21.109837123325885,233.06641141563927,132.31622484053102,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11483.34,1602467109.985,1602467109.985
2020-10-12 01:45:20,4bb859,44.542019084348524,21.131063321741614,231.9937109583849,132.21386348240114,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11490.96,1602467119.869,1602467119.9120002
2020-10-12 01:45:30,4bb859,44.52842583090571,21.15203113090701,231.2670399775585,132.2051021413379,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11490.96,1602467129.573,1602467129.975
2020-10-12 01:45:40,4bb859,44.5140380859375,21.174185616629465,231.23270664469916,132.3851592536108,0.32511999999999996,PGT13K  ,False,False,False,6434.0,11277.6,11490.96,1602467139.829,1602467139.924
2020-10-12 01:45:50,4bb859,44.50007551807468,21.19550751476753,232.68626844159076,132.40150507793015,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11490.96,1602467149.764,1602467149.915
2020-10-12 01:46:00,4bb859,44.485931396484375,21.217084612165177,233.7603194475625,132.50270126494635,-0.32511999999999996,PGT13K  ,False,False,False,6434.0,11277.6,11490.96,1602467159.769,1602467159.9629998
2020-10-12 01:46:10,4bb859,44.471911414194906,21.238514969988564,234.4871643167177,132.51044707800085,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11490.96,1602467169.695,1602467169.949
2020-10-12 01:46:20,4bb859,44.45773315429688,21.260114397321427,234.13984894156042,132.41764794816572,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11490.96,1602467179.599,1602467179.871
2020-10-12 01:46:30,4bb859,44.443607653601696,21.281656404820886,234.13984894156042,132.41764794816572,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11498.58,1602467189.6160002,1602467189.635
2020-10-12 01:46:40,4bb859,44.42908335540254,21.30389702029345,234.13984894156042,132.41764794816572,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11498.58,1602467199.877,1602467199.966
2020-10-12 01:46:50,4bb859,44.4151611328125,21.325182233537944,233.79314960177157,132.32457334397085,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11498.58,1602467209.6729999,1602467209.8479998
2020-10-12 01:47:00,4bb859,44.40063993809586,21.347306414348324,233.7603194475625,132.50270126494635,-0.32511999999999996,PGT13K  ,False,False,False,6434.0,11277.6,11498.58,1602467219.887,1602467219.9729998
2020-10-12 01:47:10,4bb859,44.386488057799255,21.368944121570124,232.68626844159076,132.40150507793015,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11506.2,1602467229.919,1602467229.919
2020-10-12 01:47:20,4bb859,44.37309265136719,21.389399937220983,229.7791639058275,132.3686066262875,0.32511999999999996,PGT13K  ,False,False,False,6434.0,11277.6,11506.2,1602467239.5370002,1602467239.978
2020-10-12 01:47:30,4bb859,44.35917663574219,21.410718645368306,226.8721370673688,132.3348650744556,-0.32511999999999996,PGT13K  ,False,False,False,6434.0,11285.22,11513.820000000003,1602467249.668,1602467249.965
2020-10-12 01:47:40,4bb859,44.34535217285156,21.43184116908482,225.76531875060107,132.41420565757548,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11506.2,1602467259.7470002,1602467259.9620001
2020-10-12 01:47:50,4bb859,44.33143615722656,21.45296369280134,226.11262273397773,132.51044707800085,-0.32511999999999996,PGT13K  ,False,False,False,6434.0,11277.6,11506.2,1602467269.863,1602467269.9620001
2020-10-12 01:48:00,4bb859,44.31761169433594,21.47389003208705,226.80913582474645,132.70204434464364,0.97536,PGT13K  ,False,False,False,6434.0,11277.6,11506.2,1602467279.937,1602467279.937
2020-10-12 01:48:10,4bb859,44.304290771484375,21.493966238839285,227.53608631320444,132.70938995736148,-0.6502399999999999,PGT13K  ,False,False,False,6434.0,11277.6,11506.2,1602467289.5129998,1602467289.964
2020-10-12 01:48:20,4bb859,44.290637000132406,21.51464694883765,226.83947194058484,132.51842921496691,0.32511999999999996,PGT13K  ,False,False,False,6434.0,11277.6,11513.82,1602467299.4689999,1602467299.823
2020-10-12 01:48:30,4bb859,44.27655029296875,21.536080496651785,226.11262273397773,132.51044707800085,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11506.2,1602467309.676,1602467309.8279998
2020-10-12 01:48:40,4bb859,44.26272583007813,21.557072230747767,224.65893761410302,132.49432785504362,-0.32511999999999996,PGT13K  ,False,False,False,6434.0,11277.6,11513.82,1602467319.8760002,1602467319.8760002
2020-10-12 01:48:50,4bb859,44.24897274728549,21.57795231516769,224.65893761410302,132.49432785504362,0.32511999999999996,PGT13K  ,False,False,False,6434.0,11277.6,11513.82,1602467329.944,1602467329.9870002
2020-10-12 01:49:00,4bb859,44.23533294160488,21.59858517530488,224.2798845401945,132.58310619300602,-0.32511999999999996,PGT13K  ,False,False,False,6434.0,11277.6,11513.82,1602467339.915,1602467339.958
2020-10-12 01:49:10,4bb859,44.222259521484375,21.618412562779017,223.17444039474543,132.66459847761604,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11513.82,1602467349.524,1602467349.609
2020-10-12 01:49:20,4bb859,44.20829772949219,21.639404296875,222.79642528718492,132.75425743410491,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11513.82,1602467359.836,1602467359.836
2020-10-12 01:49:30,4bb859,44.19479370117188,21.659742082868306,222.0694522169674,132.74690191973323,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11513.82,1602467369.735,1602467369.863
2020-10-12 01:49:40,4bb859,44.1812392412606,21.680145263671875,221.3424828306946,132.73949808885874,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11513.82,1602467379.814,1602467379.949
2020-10-12 01:49:50,4bb859,44.167552883342154,21.700679234095983,220.61551716478425,132.73204546409417,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11513.82,1602467389.939,1602467389.939
2020-10-12 01:50:00,4bb859,44.15409851074219,21.720864939135176,220.23791660420025,132.82286177794052,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11513.82,1602467399.98,1602467399.98
2020-10-12 01:50:10,4bb859,44.14069224212129,21.74109322684152,219.88855525613576,132.7245435617458,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11513.82,1602467409.9910002,1602467409.9910002
2020-10-12 01:50:20,4bb859,44.127777099609375,21.76053069358648,219.88855525613576,132.7245435617458,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11513.82,1602467419.623,1602467419.707
2020-10-12 01:50:30,4bb859,44.11406436208951,21.781180245535715,220.26675472335174,132.6337520085442,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11521.44,1602467429.873,1602467429.915
2020-10-12 01:50:40,4bb859,44.10102973550054,21.8007332938058,220.61551716478425,132.73204546409417,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11521.44,1602467439.518,1602467439.8620002
2020-10-12 01:50:50,4bb859,44.08712768554688,21.8217219862827,220.99367009683792,132.6415397238653,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11521.44,1602467449.955,1602467449.955
2020-10-12 01:51:00,4bb859,44.074169094279654,21.84114728655134,220.61551716478425,132.73204546409417,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11521.44,1602467459.5170002,1602467459.9589999
2020-10-12 01:51:10,4bb859,44.06085205078125,21.861068370730383,220.61551716478425,132.73204546409417,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11521.44,1602467469.448,1602467469.593
2020-10-12 01:51:20,4bb859,44.04698181152344,21.88195516896803,221.3424828306946,132.73949808885874,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11521.44,1602467479.7429998,1602467479.939
2020-10-12 01:51:30,4bb859,44.03376175185381,21.901768275669642,221.69194052491142,132.83714791085495,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11521.44,1602467489.544,1602467489.9889998
2020-10-12 01:51:40,4bb859,44.01965642379502,21.922825404575885,222.41895760309367,132.84422093232465,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11521.44,1602467499.93,1602467499.93
2020-10-12 01:51:50,4bb859,44.00638903601695,21.94270542689732,222.41895760309367,132.84422093232465,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11529.06,1602467509.7810001,1602467509.9720001
2020-10-12 01:52:00,4bb859,43.992919921875,21.962755779887363,223.14597804869632,132.85124786540518,0.0,PGT13K  ,False,False,True,4143.0,11277.6,11529.06,1602467519.561,1602467519.927
2020-10-12 01:52:10,4bb859,43.979202529131356,21.983184814453125,223.4961682515578,132.94793462959132,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11529.06,1602467529.637,1602467529.9729998
2020-10-12 01:52:20,4bb859,43.965469618975106,22.00358799525669,223.4961682515578,132.94793462959132,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11529.06,1602467539.645,1602467539.968
2020-10-12 01:52:30,4bb859,43.95206257448358,22.02359880719866,223.14597804869632,132.85124786540518,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11529.06,1602467549.5110002,1602467549.908
2020-10-12 01:52:40,4bb859,43.938096903138245,22.04439435686384,223.14597804869632,132.85124786540518,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11529.06,1602467559.789,1602467559.954
2020-10-12 01:52:50,4bb859,43.925537109375,22.063101835029073,223.87300182891246,132.85822915889796,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11536.68,1602467568.92,1602467569.7229998
2020-10-12 01:53:00,4bb859,43.91093444824219,22.08475512127544,224.95030851572474,132.96120536073286,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11536.68,1602467579.542,1602467579.954
2020-10-12 01:53:10,4bb859,43.897782665188025,22.104296003069194,224.95030851572474,132.96120536073286,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11536.68,1602467589.3379998,1602467589.721
2020-10-12 01:53:20,4bb859,43.8835842326536,22.125353131975444,225.67738312952432,132.9677765941876,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11536.68,1602467599.349,1602467599.8820002
2020-10-12 01:53:30,4bb859,43.86892027774099,22.147129603794642,225.67738312952432,132.9677765941876,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11536.68,1602467609.968,1602467609.968
